id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C0856,Lahlou,Nabil,nabil.lahlou34@outlook.com,1987-01-18,Homme,TNG,0547079863,2021-10-31,google
C0074,Mansouri,Ghita,ghita.mansouri73@outlook.com,2008-01-21,Femme,TANGER,0601836675,2020-10-20,google
C0738,Bouzidi,Hajar,hajar.bouzidi49@gmail.com,1983-07-28,0,TNG,0733194226,2020-09-26,tiktok
C0528,Alaoui,Omar,omar.alaoui57@gmail.com,1995-12-15,1,MEKNES,0521416141,2022-04-17,bouche_a_oreille
C0239,Cherkaoui,Soukaina,soukaina.cherkaoui29@outlook.com,1968-05-22,f,casa,0540666580,2023-02-24,instagram
C0146,Benjelloun,Nadia,nadia.benjelloun57@hotmail.com,2003-04-22,f,Kenitra,0712126788,2021-09-23,tiktok
C0853,Chraibi,Zineb,zineb.chraibi83@gmail.com,1993-12-25,Homme,tanger,0537003322,2020-04-25,tiktok
C0235,Alaoui,Saad,saad.alaoui66@yahoo.fr,1980-07-04,h,Oujda,0522169958,2022-09-16,email_marketing
C0221,Bouzidi,Rachid,rachid.bouzidi3@yahoo.fr,1996-02-01,Femme,casa,0523098215,2022-04-06,direct
C0215,Kettani,Rachid,rachid.kettani46@hotmail.com,1967-09-02,h,MEKNES,0682417248,2023-10-07,google
C0712,Alaoui,Sanaa,sanaa.alaoui25@gmail.com,2001-07-20,Femme,RABAT,0552958066,2021-07-22,direct
C0133,Fassi,Houda,houda.fassi61@yahoo.fr,1984-01-25,Homme,MEKNES,0642708668,2023-01-06,tiktok
C1048,Mansouri,Sanaa,sanaa.mansouri64@hotmail.com,1998-09-03,m,TNG,0564807279,2020-10-29,instagram
C0907,Filali,Youssef,youssef.filali35@yahoo.fr,1965-09-20,Femme,Tnja,0619646300,2023-07-24,bouche_a_oreille
C0708,Hajji,Soukaina,soukaina.hajji28@yahoo.fr,1975-03-22,Femme,AGADIR,0726877418,2023-05-24,email_marketing
C0423,Fassi,Hassan,hassan.fassi3@gmail.com,1977-10-24,Femme,Meknes,0503486451,2021-09-23,tiktok
C0186,Cherkaoui,Ahmed,ahmed.cherkaoui8@yahoo.fr,2000-02-22,f,Tnja,0665199410,2020-01-25,instagram
C0042,Sefrioui,Sara,sara.sefrioui25@hotmail.com,1969-12-09,h,casa,0724082400,2020-07-24,tiktok
C0768,Mansouri,Aicha,aicha.mansouri26@hotmail.com,1993-05-25,Femme,Casablanca,0743350271,2021-03-03,email_marketing
C0109,Mrabet,Soukaina,soukaina.mrabet74@hotmail.com,1993-02-04,male,CASA,0678774701,2021-11-01,email_marketing
C0636,Filali,Omar,omar.filali70@outlook.com,1990-06-11,f,meknes,0524556964,2023-10-22,bouche_a_oreille
C0057,Berrada,Mehdi,mehdi.berrada8@hotmail.com,2007-03-31,Homme,rabat,0762386922,2021-10-26,google
C0483,Chraibi,Khadija,khadija.chraibi41@gmail.com,2005-04-06,f,kenitra,0607049611,2022-02-11,direct
C0754,Chraibi,Soukaina,soukaina.chraibi82@outlook.com,1967-01-24,female,Tanger,0769472587,2023-04-21,tiktok
C0794,Mrabet,Karim,karim.mrabet92@outlook.com,1996-03-09,f,MEKNES,0725856261,2020-07-04,direct
C0469,Tazi,Sara,sara.tazi37@yahoo.fr,2001-07-21,f,Casablanca,0712462095,2020-12-10,google
C0927,Berrada,Houda,houda.berrada13@hotmail.com,1995-02-02,male,Rabat,0581121031,2022-01-10,bouche_a_oreille
C0436,Squalli,Nabil,nabil.squalli73@yahoo.fr,1997-08-08,1,marrakech,0689261371,2021-07-12,bouche_a_oreille
C0025,Hajji,Fatima,fatima.hajji47outlook.com,1964-05-25,h,TANGER,0559514846,2021-02-07,bouche_a_oreille
C0550,Tahiri,Laila,laila.tahiri10hotmail.com,1890-01-01,male,TNG,0518615155,2021-05-21,bouche_a_oreille
C0519,Fassi,Othmane,othmane.fassi76@yahoo.fr,2000-03-09,0,casa,0516742336,2020-12-21,google
C1050,Bouzidi,Ahmed,ahmed.bouzidi97@outlook.com,1962-04-04,Femme,TANGER,0570159591,2023-06-23,tiktok
C0668,Filali,Zineb,zineb.filali2@hotmail.com,1961-01-03,female,kenitra,0541384596,2020-09-27,instagram
C1022,Tazi,Hassan,hassan.tazi20hotmail.com,2002-08-06,Homme,Fes,0514630316,2021-02-20,instagram
C0998,Berrada,Nabil,nabil.berrada24@gmail.com,1976-07-03,f,AGADIR,0648629857,2023-01-03,direct
C0339,Mrabet,Hassan,hassan.mrabet17@gmail.com,1973-09-16,Femme,fes,0501601662,2020-04-13,direct
C0052,Kettani,Aicha,aicha.kettani20@outlook.com,1979-03-01,f,Oujda,0784677378,2023-08-19,google
C0384,Naciri,Sanaa,sanaa.naciri57@gmail.com,1977-11-04,1,Rabat,0610385695,2022-05-10,direct
C0862,Filali,Karim,karim.filali60@outlook.com,2005-08-12,m,Casablanca,0690144734,2022-06-04,instagram
C0990,Chraibi,Mohammed,mohammed.chraibi11@,1976-01-18,male,Meknes,0550016809,2020-06-02,direct
C0683,Benjelloun,Aicha,aicha.benjelloun36@outlook.com,1998-02-24,Homme,Fès,0624491342,2021-08-12,instagram
C0996,Naciri,Ilias,ilias.naciri7@yahoo.fr,1988-12-13,Homme,MEKNES,0550264801,2023-04-28,email_marketing
C0265,Mansouri,Tariq,tariq.mansouri55@hotmail.com,1985-03-05,male,Casablanca,0569594636,2020-11-12,tiktok
C0709,Benali,Zineb,zineb.benali94@outlook.com,1978-05-22,Femme,CASA,0583652037,2021-12-09,bouche_a_oreille
C0766,Hajji,Meryem,meryem.hajji38@gmail.com,2006-09-30,male,Agadir,0700356243,2023-03-23,tiktok
C0737,Hajji,Tariq,tariq.hajji58@outlook.com,1988-11-29,Femme,Tanger,0699295966,2021-10-07,instagram
C0445,Filali,Imane,imane.filali2@yahoo.fr,2003-02-19,Homme,TNG,0630372368,2020-10-03,google
C0396,Fassi,Meryem,meryem.fassi47@outlook.com,1998-03-29,Femme,AGADIR,0704481832,2021-07-12,instagram
C0559,Benjelloun,Karim,karim.benjelloun26@gmail.com,2001-09-16,m,Marrakech,0526170243,2022-10-04,email_marketing
C0177,Benhima,Zineb,zineb.benhima35@gmail.com,2006-11-03,f,Casablanca,0591778507,2022-05-29,tiktok
C0019,Fassi,Ilias,ilias.fassi20@hotmail.com,2001-03-01,Homme,Rabat,0535348740,2023-02-07,instagram
C0980,Lahlou,Amine,amine.lahlou15@yahoo.fr,1991-11-30,h,Rabat,0508735437,2020-03-23,direct
C0539,Lahlou,Zineb,zineb.lahlou63@outlook.com,1964-04-07,0,Rabat,0520865675,2021-01-01,email_marketing
C0614,Chraibi,Ghita,ghita.chraibi3@yahoo.fr,1970-04-17,0,CASA,0713052312,2023-01-02,bouche_a_oreille
C0591,Bouzidi,Amine,amine.bouzidi40@gmail.com,2004-11-13,m,rabat,0768356521,2020-07-09,bouche_a_oreille
C0368,Alaoui,Hamza,hamza.alaoui36@yahoo.fr,1987-03-27,1,Kenitra,0725827390,2020-09-04,google
C0084,Mansouri,Houda,houda.mansouri9@hotmail.com,1967-06-06,m,TNG,0564492519,2021-11-16,direct
C0062,Chraibi,Laila,laila.chraibi87@outlook.com,2004-02-11,female,MEKNES,0551604817,2021-04-07,bouche_a_oreille
C0515,Mrabet,Aicha,aicha.mrabet87@yahoo.fr,1967-05-12,Femme,RABAT,0657150997,2022-03-06,email_marketing
C0273,Benhima,Tariq,tariq.benhima87@hotmail.com,1990-03-11,0,TANGER,0527553942,2022-03-28,direct
C0286,Benjelloun,Ghita,ghita.benjelloun57@hotmail.com,1974-01-05,female,rabat,0742400825,2020-07-02,bouche_a_oreille
C0361,Cherkaoui,Ilias,ilias.cherkaoui10@hotmail.com,2002-04-07,Homme,Kenitra,0707200642,2020-05-29,direct
C0355,Chraibi,Laila,laila.chraibi61@hotmail.com,1997-08-31,m,fes,0583667428,2022-03-27,email_marketing
C0952,Alaoui,Omar,omar.alaoui17@hotmail.com,1996-01-09,1,Fès,0673920135,2021-02-08,direct
C0279,Tahiri,Youssef,youssef.tahiri69@hotmail.com,1999-06-07,female,kenitra,0744890612,2022-11-24,instagram
C0369,Mrabet,Hamza,hamza.mrabet11@gmail.com,1998-04-17,male,Tanger,0619467232,2022-09-24,direct
C0665,Cherkaoui,Tariq,tariq.cherkaoui5@hotmail.com,2001-04-14,female,Casablanca,0564104967,2022-10-18,instagram
C0619,Squalli,Karim,karim.squalli72@hotmail.com,1975-01-10,0,Oujda,0519665533,2020-07-29,instagram
C0590,Kettani,Fatima,fatima.kettani9@yahoo.fr,1997-07-22,Homme,Agadir,0643830341,2020-08-06,tiktok
C0658,Mansouri,Loubna,loubna.mansouri94@hotmail.com,2000-01-11,m,Kenitra,0503719905,2023-01-25,instagram
C1019,Lahlou,Khadija,khadija.lahlou42@hotmail.com,2002-09-12,h,MARRAKECH,0540215573,2021-05-17,google
C0457,Lahlou,Meryem,meryem.lahlou57@hotmail.com,1968-06-20,h,meknes,0563410856,2023-08-28,direct
C0394,Benali,Loubna,loubna.benali82@outlook.com,1998-12-12,m,TNG,0546273014,2021-09-06,email_marketing
C0685,Chraibi,Sara,sara.chraibi34@gmail.com,1979-09-21,f,MEKNES,0641513152,2022-10-07,tiktok
C0724,Fassi,Laila,laila.fassi94@outlook.com,1987-12-05,male,Agadir,0781579039,2023-10-13,google
C0376,Mrabet,Hamza,hamza.mrabet12@outlook.com,1971-07-23,1,MEKNES,0573977406,2021-04-15,direct
C0413,Squalli,Nabil,nabil.squalli69@hotmail.com,1987-02-01,f,tanger,0769864079,2020-02-10,instagram
C0075,Mansouri,Sara,sara.mansouri97gmail.com,2005-02-03,f,agadir,0647679764,2020-11-18,google
C0948,Tazi,Tariq,tariq.tazi53@gmail.com,1972-02-21,f,CASA,0768118723,2021-04-18,direct
C0501,Kettani,Nadia,nadia.kettani98@hotmail.com,1980-05-13,male,RABAT,0509022599,2022-04-06,tiktok
C0605,Squalli,Houda,houda.squalli80@gmail.com,1967-12-09,male,TANGER,0610961798,2023-12-08,instagram
C0115,Kettani,Zineb,zineb.kettani25@gmail.com,1971-05-09,m,Fès,0762636897,2020-08-13,direct
C0418,Cherkaoui,Rachid,rachid.cherkaoui98@hotmail.com,1993-02-08,1,MEKNES,0765136442,2023-11-04,bouche_a_oreille
C0090,Kettani,Aicha,aicha.kettani7@,1986-04-15,female,Marrakech,0736153051,2022-04-29,direct
C0991,Squalli,Aicha,aicha.squalli59@outlook.com,1960-11-21,f,Kenitra,0683976205,2020-04-21,google
C0933,Fassi,Hassan,hassan.fassi44@outlook.com,1984-02-10,Homme,TANGER,0551744600,2021-07-28,bouche_a_oreille
C0875,Filali,Hamza,hamza.filali44outlook.com,1989-01-24,m,casa,0571122299,2021-04-02,instagram
C0661,Mrabet,Aicha,aicha.mrabet56@gmail.com,1986-01-19,Femme,casa,0619036890,2021-12-03,instagram
C0012,Naciri,Loubna,loubna.naciri61@yahoo.fr,1961-07-16,1,kenitra,0763116566,2023-03-26,email_marketing
C0397,Mansouri,Saad,saad.mansouri88@hotmail.com,1964-11-30,Femme,TNG,0595202845,2021-07-09,email_marketing
C0576,Squalli,Fatima,fatima.squalli78@yahoo.fr,1996-10-06,1,TANGER,0616376182,2023-11-08,direct
C0043,Fassi,Imane,imane.fassi37@outlook.com,2002-04-18,female,fes,0752047116,2023-03-21,email_marketing
C0168,Squalli,Ilias,ilias.squalli47@hotmail.com,1991-03-11,1,TANGER,0720643611,2023-09-02,instagram
C0417,Naciri,Sanaa,sanaa.naciri67@yahoo.fr,2006-06-06,1,marrakech,0737489690,2023-12-11,tiktok
C0968,Benjelloun,Laila,laila.benjelloun30@hotmail.com,2006-01-18,Homme,RABAT,0524301764,2022-04-05,email_marketing
C0427,Fassi,Meryem,meryem.fassi42@hotmail.com,1996-05-09,Homme,CASA,0665266930,2023-04-29,instagram
C0545,Hajji,Aicha,aicha.hajji97@yahoo.fr,1962-06-05,h,agadir,0629208751,2020-09-11,instagram
C0949,Benjelloun,Omar,omar.benjelloun76@outlook.com,2005-12-13,f,TNG,0797315391,2020-01-24,instagram
C1031,Filali,Imane,imane.filali28@yahoo.fr,1983-09-19,male,fes,0638656242,2023-01-21,google
C0905,Bouzidi,Fatima,fatima.bouzidi40@yahoo.fr,1985-11-10,f,Tanger,0628400838,2021-01-31,bouche_a_oreille
C0662,Alaoui,Nabil,nabil.alaoui24@hotmail.com,2005-02-18,f,tanger,0759342967,2022-06-17,direct
C0258,Berrada,Mehdi,mehdi.berrada36@yahoo.fr,2003-08-04,0,Tnja,0625913651,2023-08-10,email_marketing
C0336,Mansouri,Laila,laila.mansouri17@yahoo.fr,2001-08-03,1,oujda,0676810409,2023-10-17,instagram
C0016,Hajji,Mohammed,mohammed.hajji9@yahoo.fr,1997-03-21,f,Fes,0693990916,2023-05-03,direct
C0679,Chraibi,Imane,imane.chraibi89@yahoo.fr,2005-09-15,1,TANGER,0688665268,2020-02-19,google
C0325,Berrada,Sara,sara.berrada80hotmail.com,2000-01-12,f,Tanger,0777809733,2020-01-08,tiktok
C0818,Berrada,Hajar,hajar.berrada15@gmail.com,1972-11-20,1,FES,0580925502,2020-04-26,instagram
C0223,Benali,Omar,omar.benali85@hotmail.com,1981-05-26,Homme,Agadir,0526189141,2020-07-25,instagram
C0180,Hajji,Hamza,hamza.hajji37@,1983-03-25,m,RABAT,0687053494,2022-08-10,direct
C0100,Benjelloun,Saad,saad.benjelloun32gmail.com,1890-01-01,male,Tanger,0527868144,2021-07-24,direct
C0522,Mansouri,Aicha,aicha.mansouri20@yahoo.fr,1962-09-06,1,Tanger,0685766656,2021-02-04,email_marketing
C0023,Squalli,Nadia,nadia.squalli25@outlook.com,1994-04-14,0,RABAT,0714586850,2023-09-13,instagram
C0357,Kettani,Meryem,meryem.kettani89@yahoo.fr,1974-11-10,0,RABAT,0500106181,2023-10-19,direct
C0721,Benhima,Houda,houda.benhima66@yahoo.fr,1971-04-18,male,Rabat,0583922501,2020-12-01,bouche_a_oreille
C0928,Cherkaoui,Ahmed,ahmed.cherkaoui60@gmail.com,2000-08-11,Femme,fes,0594151526,2022-12-30,google
C0758,Benhima,Loubna,loubna.benhima40@hotmail.com,1988-10-20,female,oujda,0757469660,2020-10-23,email_marketing
C0341,Fassi,Omar,omar.fassi90@hotmail.com,1984-10-10,Homme,kenitra,0777017157,2021-01-10,email_marketing
C0432,Mrabet,Khadija,khadija.mrabet80@outlook.com,2007-12-15,m,Rabat,0752809242,2022-10-30,tiktok
C0596,Benjelloun,Mehdi,mehdi.benjelloun11@outlook.com,1968-11-23,h,Marrakech,0740903802,2022-02-04,instagram
C0899,Benali,Omar,omar.benali3@gmail.com,1997-12-07,Femme,Fes,0620722395,2022-11-17,tiktok
C0204,Alaoui,Youssef,youssef.alaoui26@yahoo.fr,2002-05-10,male,Meknes,0545116868,2022-06-10,bouche_a_oreille
C0761,Chraibi,Fatima,fatima.chraibi69@hotmail.com,1967-11-09,m,Fès,0717215622,2021-07-19,tiktok
C0094,Bouzidi,Karim,karim.bouzidi33@gmail.com,1967-10-17,m,rabat,0653195205,2022-02-03,tiktok
C0603,Lahlou,Omar,omar.lahlou77@outlook.com,1963-07-29,male,CASA,0733905504,2020-12-06,bouche_a_oreille
C0069,Chraibi,Houda,houda.chraibi11@hotmail.com,1962-09-19,female,Agadir,0612499856,2020-05-30,tiktok
C0954,Tahiri,Youssef,youssef.tahiri22@hotmail.com,1981-01-02,f,Oujda,0588995729,2023-12-03,tiktok
C0285,Alaoui,Mohammed,mohammed.alaoui70@hotmail.com,1987-08-28,Femme,MARRAKECH,0728299796,2022-08-14,tiktok
C0866,Mansouri,Amine,amine.mansouri18@yahoo.fr,1968-02-11,h,Meknes,0561618808,2023-03-20,instagram
C0435,Berrada,Sara,sara.berrada6@outlook.com,1981-03-01,female,rabat,0587771215,2022-10-10,instagram
C0154,Benjelloun,Mehdi,mehdi.benjelloun89@yahoo.fr,1978-05-18,male,rabat,0671461125,2023-04-20,bouche_a_oreille
C0076,Tahiri,Rachid,rachid.tahiri76@outlook.com,1989-05-15,f,Marrakech,0540369003,2023-10-21,bouche_a_oreille
C0789,Hajji,Khadija,khadija.hajji76@gmail.com,2005-06-19,male,marrakech,0613599660,2020-08-08,bouche_a_oreille
C0581,Berrada,Khadija,khadija.berrada39@hotmail.com,1998-05-19,male,rabat,0647541022,2023-11-08,bouche_a_oreille
C0447,Mansouri,Fatima,fatima.mansouri56@outlook.com,2001-06-06,m,MEKNES,0799840767,2023-12-31,tiktok
C0189,Hajji,Loubna,loubna.hajji49@hotmail.com,1967-07-29,0,fes,0575985642,2020-02-09,instagram
C0272,Kettani,Laila,laila.kettani76@gmail.com,1978-05-17,Femme,fes,0641633565,2022-08-01,tiktok
C0237,Benjelloun,Sanaa,sanaa.benjelloun65@hotmail.com,1962-06-06,1,Oujda,0658799684,2020-12-30,email_marketing
C0488,Bouzidi,Loubna,loubna.bouzidi75@hotmail.com,1969-05-13,female,Agadir,0765217073,2021-11-09,instagram
C0560,Squalli,Nadia,nadia.squalli35@gmail.com,2027-04-18,Femme,Fès,0572256053,2023-01-03,instagram
C0118,Filali,Ghita,ghita.filali37@gmail.com,1998-11-28,Femme,rabat,0747338484,2020-03-27,google
C0881,Filali,Laila,laila.filali51@outlook.com,1995-05-18,m,Agadir,0627986239,2022-02-04,tiktok
C0513,Naciri,Nadia,nadia.naciri51@outlook.com,1969-01-16,0,TNG,0631552065,2023-01-14,instagram
C0598,Mansouri,Karim,karim.mansouri63@yahoo.fr,1987-11-04,f,Oujda,0571470827,2023-05-22,google
C0644,Alaoui,Soukaina,soukaina.alaoui14@hotmail.com,2004-12-06,f,Agadir,0649750198,2023-08-23,direct
C0127,Hajji,Zineb,zineb.hajji72@outlook.com,1978-07-16,male,agadir,0706403910,2020-04-28,email_marketing
C0117,Kettani,Loubna,loubna.kettani39@hotmail.com,1972-11-30,Homme,Oujda,0675758441,2021-04-05,tiktok
C0474,Naciri,Youssef,youssef.naciri90@gmail.com,1989-03-13,f,Meknes,0684639855,2022-03-20,direct
C1033,Mansouri,Saad,saad.mansouri39@outlook.com,1969-04-08,female,fes,0515910300,2022-03-16,google
C0058,Filali,Amine,amine.filali30@outlook.com,1976-07-06,0,AGADIR,0774074821,2020-10-20,email_marketing
C0729,Mrabet,Saad,saad.mrabet37@gmail.com,1981-04-05,female,TNG,0775095465,2022-08-09,direct
C0981,Alaoui,Karim,karim.alaoui79@gmail.com,1993-05-31,0,tanger,0657090859,2022-02-05,tiktok
C0370,Cherkaoui,Hajar,hajar.cherkaoui89@gmail.com,1993-01-27,male,Agadir,0679145608,2023-06-04,google
C0269,Mrabet,Hamza,hamza.mrabet79@yahoo.fr,1974-05-09,h,agadir,0653021465,2021-04-19,direct
C0047,Benhima,Ilias,ilias.benhima40@hotmail.com,2004-03-24,1,Fès,0674648877,2020-12-05,instagram
C0350,Benjelloun,Imane,imane.benjelloun11yahoo.fr,1890-01-01,f,oujda,0584781891,2023-11-15,google
C0196,Mansouri,Nabil,nabil.mansouri32@gmail.com,2007-12-09,female,rabat,0710067626,2021-03-05,email_marketing
C0103,Naciri,Meryem,meryem.naciri40@outlook.com,1969-03-19,1,Oujda,0578669125,2020-05-14,direct
C0900,Kettani,Meryem,meryem.kettani92yahoo.fr,1890-01-01,female,Casablanca,0590162047,2020-08-13,tiktok
C0746,Kettani,Laila,laila.kettani57@hotmail.com,1986-11-28,Homme,kenitra,0749490228,2023-11-12,bouche_a_oreille
C0894,Kettani,Sara,sara.kettani61@gmail.com,1993-10-14,Homme,agadir,0531706955,2023-05-14,email_marketing
C0264,Benhima,Zineb,zineb.benhima77@outlook.com,1994-03-15,female,Casablanca,0600981806,2021-08-03,direct
C0444,Tazi,Youssef,youssef.tazi69@gmail.com,1965-03-10,Homme,Tanger,0710277697,2022-06-07,bouche_a_oreille
C0793,Bouzidi,Soukaina,soukaina.bouzidi97@yahoo.fr,1986-09-16,Femme,Casablanca,0701394884,2022-01-10,tiktok
C0305,Squalli,Laila,laila.squalli28@gmail.com,1971-10-10,f,oujda,0772791940,2023-03-11,direct
C0342,Benjelloun,Hassan,hassan.benjelloun92@gmail.com,1976-03-09,1,RABAT,0514876963,2022-04-10,tiktok
C0937,Berrada,Zineb,zineb.berrada28@yahoo.fr,1968-04-24,f,Casablanca,0583608493,2022-08-21,email_marketing
C0314,Benali,Hajar,hajar.benali43@outlook.com,1992-07-29,m,Fes,0520555438,2021-09-16,bouche_a_oreille
C0150,Lahlou,Khadija,khadija.lahlou41hotmail.com,1890-01-01,female,oujda,0579356465,2022-03-26,instagram
C0125,Cherkaoui,Zineb,zineb.cherkaoui61yahoo.fr,1981-05-05,Femme,Kenitra,0691878519,2023-01-29,instagram
C0847,Benjelloun,Rachid,rachid.benjelloun41@outlook.com,1973-02-16,female,RABAT,0583399140,2021-07-12,direct
C0886,Kettani,Sanaa,sanaa.kettani24@outlook.com,1969-06-12,0,rabat,0667497852,2021-11-21,bouche_a_oreille
C0051,Cherkaoui,Sanaa,sanaa.cherkaoui17@hotmail.com,1994-12-11,m,Fès,0571093248,2023-01-29,instagram
C0354,Berrada,Mehdi,mehdi.berrada19@yahoo.fr,2005-10-30,h,Meknes,0766372395,2020-06-21,instagram
C0999,Tahiri,Loubna,loubna.tahiri66@yahoo.fr,1973-12-28,0,MARRAKECH,0556053970,2020-08-23,email_marketing
C0143,Naciri,Ghita,ghita.naciri27@yahoo.fr,1996-11-15,m,Kenitra,0561429396,2020-02-02,direct
C0471,Hajji,Hajar,hajar.hajji41@outlook.com,2000-12-08,male,MARRAKECH,0717063048,2020-05-04,tiktok
C0400,Kettani,Tariq,tariq.kettani11outlook.com,2027-04-18,Homme,Oujda,0610760310,2020-09-23,direct
C0930,Berrada,Loubna,loubna.berrada76@,1968-06-10,0,oujda,0678765530,2022-09-17,instagram
C0321,Alaoui,Meryem,meryem.alaoui95@gmail.com,1974-07-30,0,MARRAKECH,0780347644,2022-03-21,email_marketing
C0020,Benhima,Soukaina,soukaina.benhima82@hotmail.com,2007-11-04,m,Casablanca,0578680112,2020-09-24,tiktok
C0908,Lahlou,Youssef,youssef.lahlou20@outlook.com,1972-01-23,male,MARRAKECH,0543012047,2022-05-05,instagram
C0851,Squalli,Othmane,othmane.squalli66@gmail.com,1971-07-15,Femme,oujda,0527112218,2020-03-21,google
C0895,Tahiri,Mehdi,mehdi.tahiri33@hotmail.com,1981-03-15,female,casa,0754722398,2022-06-14,tiktok
C0408,Chraibi,Mohammed,mohammed.chraibi4@yahoo.fr,2003-08-12,m,Fes,0552499118,2023-10-20,email_marketing
C0538,Mrabet,Zineb,zineb.mrabet5@hotmail.com,1998-05-20,Homme,Rabat,0514973746,2023-12-10,instagram
C0694,Bouzidi,Laila,laila.bouzidi4@yahoo.fr,1997-12-02,m,AGADIR,0530416624,2021-09-09,instagram
C0039,Benali,Nadia,nadia.benali28@hotmail.com,1988-01-25,female,kenitra,0754948083,2022-09-25,instagram
C0176,Mrabet,Khadija,khadija.mrabet95@yahoo.fr,1988-05-21,m,TNG,0620275884,2023-09-09,google
C0246,Mansouri,Imane,imane.mansouri23@hotmail.com,2003-03-18,m,MARRAKECH,0693466766,2020-04-21,bouche_a_oreille
C0893,Benali,Nadia,nadia.benali57@yahoo.fr,1975-06-20,female,rabat,0619626335,2022-03-05,bouche_a_oreille
C0722,Benjelloun,Hamza,hamza.benjelloun1@yahoo.fr,1983-02-04,female,CASA,0644123361,2022-08-01,direct
C0944,Fassi,Mehdi,mehdi.fassi50@yahoo.fr,1992-05-31,m,MARRAKECH,0521458414,2022-09-22,direct
C0925,Benhima,Hamza,hamza.benhima65hotmail.com,1973-09-30,h,Kenitra,0507938841,2020-02-03,google
C0155,Lahlou,Meryem,meryem.lahlou13@outlook.com,1977-11-03,h,oujda,0575140105,2022-09-02,direct
C0639,Tahiri,Fatima,fatima.tahiri33@yahoo.fr,1966-05-03,Femme,rabat,0788214236,2020-04-12,tiktok
C0288,Berrada,Loubna,loubna.berrada11@outlook.com,1984-01-07,male,AGADIR,0689448463,2021-06-22,instagram
C0626,Lahlou,Mohammed,mohammed.lahlou14@hotmail.com,1984-01-23,female,CASA,0588547281,2022-09-25,google
C0742,Hajji,Hajar,hajar.hajji93@yahoo.fr,1997-09-03,0,Casablanca,0735241039,2022-01-25,email_marketing
C0570,Benhima,Amine,amine.benhima8@,1990-04-04,1,oujda,0778812786,2023-03-05,tiktok
C0802,Filali,Ahmed,ahmed.filali61@yahoo.fr,1981-10-16,male,MEKNES,0721452647,2023-11-27,instagram
C0018,Lahlou,Saad,saad.lahlou9@yahoo.fr,1992-02-19,h,rabat,0727849808,2021-12-15,bouche_a_oreille
C0128,Tazi,Imane,imane.tazi5@hotmail.com,2005-03-19,h,FES,0626567661,2022-08-24,direct
C0323,Berrada,Fatima,fatima.berrada59@gmail.com,1970-05-03,female,Casablanca,0721117518,2021-02-17,direct
C0256,Benhima,Ahmed,ahmed.benhima27@hotmail.com,1994-04-05,Femme,Fes,0770051844,2023-10-01,tiktok
C0791,Benhima,Soukaina,soukaina.benhima32@hotmail.com,1964-11-08,Femme,Fès,0657423885,2021-12-22,direct
C1034,Tazi,Nadia,nadia.tazi54yahoo.fr,1890-01-01,Femme,Fès,0780529240,2023-11-30,email_marketing
C0191,Berrada,Nadia,nadia.berrada95@hotmail.com,1992-06-27,1,marrakech,0659929378,2021-10-13,bouche_a_oreille
C0116,Fassi,Tariq,tariq.fassi85@outlook.com,1994-07-13,h,Marrakech,0752785854,2021-10-27,tiktok
C0666,Cherkaoui,Houda,houda.cherkaoui24@outlook.com,1994-01-11,m,MARRAKECH,0640850954,2022-02-15,tiktok
C0607,Benjelloun,Fatima,fatima.benjelloun85@hotmail.com,1975-12-07,0,Rabat,0730600025,2021-07-02,tiktok
C0181,Benjelloun,Mehdi,mehdi.benjelloun20@gmail.com,1995-07-21,female,FES,0638505064,2021-05-17,instagram
C0302,Filali,Saad,saad.filali69@outlook.com,1986-05-27,h,rabat,0785566593,2020-11-19,tiktok
C0830,Benhima,Soukaina,soukaina.benhima4@outlook.com,1975-12-09,0,RABAT,0603447650,2022-12-01,bouche_a_oreille
C0901,Filali,Sanaa,sanaa.filali60@hotmail.com,1973-10-07,h,kenitra,0596486287,2022-12-11,google
C0781,Hajji,Nabil,nabil.hajji19@yahoo.fr,1982-08-11,1,Kenitra,0635892988,2021-02-03,instagram
C0740,Cherkaoui,Soukaina,soukaina.cherkaoui1@hotmail.com,1996-10-03,1,Kenitra,0721696663,2021-08-13,direct
C0716,Kettani,Houda,houda.kettani38@hotmail.com,1991-01-15,0,Oujda,0741759558,2020-12-28,email_marketing
C0518,Kettani,Nadia,nadia.kettani32@yahoo.fr,1974-04-04,0,Agadir,0785270171,2023-09-23,google
C0373,Chraibi,Hajar,hajar.chraibi75@hotmail.com,1992-09-11,f,FES,0653153136,2023-04-28,google
C0046,Cherkaoui,Karim,karim.cherkaoui37@hotmail.com,1990-04-11,female,Oujda,0713493618,2021-04-19,google
C0978,Benali,Karim,karim.benali27@hotmail.com,1996-03-28,m,Fes,0791062715,2022-12-01,direct
C0158,Bouzidi,Hassan,hassan.bouzidi50@outlook.com,1967-11-24,h,marrakech,0655792499,2023-05-07,instagram
C0803,Filali,Hassan,hassan.filali82@gmail.com,1993-10-29,0,RABAT,0718409080,2023-08-18,direct
C0172,Tazi,Sanaa,sanaa.tazi93@hotmail.com,1972-06-28,0,Kenitra,0504389836,2023-05-13,bouche_a_oreille
C0017,Benhima,Ghita,ghita.benhima34@outlook.com,1965-11-24,0,Tnja,0547510799,2021-05-03,instagram
C0512,Tazi,Omar,omar.tazi44@yahoo.fr,1982-04-15,m,agadir,0513122068,2020-01-30,instagram
